participant,vis,rdirection,sign,visandsign,rbase,approach,jnd
hrjrk7z1,scatterplot,negative,-1,scatterplotnegative,0.6,below,0.163333333
hrjrk7z1,scatterplot,negative,-1,scatterplotnegative,0.3,above,0.105
hrjrk7z1,scatterplot,negative,-1,scatterplotnegative,0.6,above,0.071666667
hs58gd1i,stackedbar,positive,1,stackedbarpositive,0.8,below,0.325
hs58gd1i,stackedbar,positive,1,stackedbarpositive,0.8,above,0.187916667
hs58gd1i,stackedbar,positive,1,stackedbarpositive,0.5,above,0.278333333
hs58gd1i,stackedbar,positive,1,stackedbarpositive,0.5,below,0.385
hskf5ie9,radar,negative,-1,radarnegative,0.4,below,0.686666667
hskf5ie9,radar,negative,-1,radarnegative,0.7,above,0.285833333
hskf5ie9,radar,negative,-1,radarnegative,0.7,below,0.468333333
hskf5ie9,radar,negative,-1,radarnegative,0.4,above,0.4
hsyp601k,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.415
hsyp601k,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.601666667
hsyp601k,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.478333333
hsyp601k,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.245
hrqfghgy,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,below,0.175
hrqfghgy,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,above,0.115
hrqfghgy,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,below,0.060833333
hrqfghgy,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,above,0.085
hskeuzm9,radar,negative,-1,radarnegative,0.4,below,0.35
hskeuzm9,radar,negative,-1,radarnegative,0.7,above,0.28
hskeuzm9,radar,negative,-1,radarnegative,0.4,above,0.156666667
hskeuzm9,radar,negative,-1,radarnegative,0.7,below,0.455
hskv5tvw,donut,positive,1,donutpositive,0.3,above,0.56
hskv5tvw,donut,positive,1,donutpositive,0.6,above,0.278333333
hskv5tvw,donut,positive,1,donutpositive,0.6,below,0.526666667
hskv5tvw,donut,positive,1,donutpositive,0.3,below,0.505
hsywow8o,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.125
hsywow8o,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.311666667
hsywow8o,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.241666667
hsywow8o,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.635
hsj1sv5j,stackedline,positive,1,stackedlinepositive,0.8,below,0.278333333
hsj1sv5j,stackedline,positive,1,stackedlinepositive,0.5,below,0.448333333
hsj1sv5j,stackedline,positive,1,stackedlinepositive,0.5,above,0.459166667
hsj1sv5j,stackedline,positive,1,stackedlinepositive,0.8,above,0.192083333
hs7iwnhh,stackedline,negative,-1,stackedlinenegative,0.6,above,0.365
hs7iwnhh,stackedline,negative,-1,stackedlinenegative,0.3,above,0.318333333
hs7iwnhh,stackedline,negative,-1,stackedlinenegative,0.6,below,0.118333333
hs7iwnhh,stackedline,negative,-1,stackedlinenegative,0.3,below,0.165
hs7sme4g,stackedline,negative,-1,stackedlinenegative,0.7,above,0.248333333
hs7sme4g,stackedline,negative,-1,stackedlinenegative,0.4,above,0.495
hs7sme4g,stackedline,negative,-1,stackedlinenegative,0.7,below,0.183333333
hs7sme4g,stackedline,negative,-1,stackedlinenegative,0.4,below,0.17
hsi6wlgz,stackedline,positive,1,stackedlinepositive,0.7,above,0.229583333
hsi6wlgz,stackedline,positive,1,stackedlinepositive,0.7,below,0.488333333
hsi6wlgz,stackedline,positive,1,stackedlinepositive,0.4,above,0.375
hsi6wlgz,stackedline,positive,1,stackedlinepositive,0.4,below,0.333333333
hsc9rdab,line,negative,-1,linenegative,0.3,below,0.495
hsc9rdab,line,negative,-1,linenegative,0.6,above,0.357916667
hsc9rdab,line,negative,-1,linenegative,0.3,above,0.446666667
hsc9rdab,line,negative,-1,linenegative,0.6,below,0.451666667
hsl29ait,donut,positive,1,donutpositive,0.8,below,0.581666667
hsl29ait,donut,positive,1,donutpositive,0.8,above,0.1825
hsl29ait,donut,positive,1,donutpositive,0.5,above,0.380416667
hsl29ait,donut,positive,1,donutpositive,0.5,below,0.551666667
hsjetam6,radar,positive,1,radarpositive,0.3,above,0.165
hsjetam6,radar,positive,1,radarpositive,0.6,below,0.101666667
hsjetam6,radar,positive,1,radarpositive,0.6,above,0.118333333
hsjetam6,radar,positive,1,radarpositive,0.3,below,0.268333333
hs7vpmhk,stackedline,negative,-1,stackedlinenegative,0.8,below,0.811666667
hs7vpmhk,stackedline,negative,-1,stackedlinenegative,0.8,above,0.187916667
hs7vpmhk,stackedline,negative,-1,stackedlinenegative,0.5,above,0.486666667
hs7vpmhk,stackedline,negative,-1,stackedlinenegative,0.5,below,0.535
hs1wmdgo,line,positive,1,linepositive,0.4,below,0.116666667
hs1wmdgo,line,positive,1,linepositive,0.7,below,0.185
hs1wmdgo,line,positive,1,linepositive,0.7,above,0.096666667
hs1wmdgo,line,positive,1,linepositive,0.4,above,0.23
hs7v4xn4,stackedline,negative,-1,stackedlinenegative,0.5,below,0.358333333
hs7v4xn4,stackedline,negative,-1,stackedlinenegative,0.5,above,0.409583333
hs7v4xn4,stackedline,negative,-1,stackedlinenegative,0.8,below,0.061666667
hs7v4xn4,stackedline,negative,-1,stackedlinenegative,0.8,above,0.078333333
hrp9ryr8,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,above,0.306666667
hrp9ryr8,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,above,0.181666667
hrp9ryr8,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,below,0.288333333
hrp9ryr8,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,below,0.37
hrji0qfa,scatterplot,negative,-1,scatterplotnegative,0.4,below,0.113333333
hrji0qfa,scatterplot,negative,-1,scatterplotnegative,0.8,above,0.03625
hrji0qfa,scatterplot,negative,-1,scatterplotnegative,0.8,below,0.023333333
hrji0qfa,scatterplot,negative,-1,scatterplotnegative,0.4,above,0.083333333
hsktgyxf,donut,negative,-1,donutnegative,0.8,below,0.125
hsktgyxf,donut,negative,-1,donutnegative,0.5,above,0.058333333
hsktgyxf,donut,negative,-1,donutnegative,0.5,below,0.108333333
hsktgyxf,donut,negative,-1,donutnegative,0.8,above,0.038333333
hs2mlbpo,line,positive,1,linepositive,0.3,below,0.35
hs2mlbpo,line,positive,1,linepositive,0.6,above,0.305
hs2mlbpo,line,positive,1,linepositive,0.6,below,0.33
hs2mlbpo,line,positive,1,linepositive,0.3,above,0.435
hs54633t,stackedbar,positive,1,stackedbarpositive,0.4,below,0.196666667
hs54633t,stackedbar,positive,1,stackedbarpositive,0.7,below,0.306666667
hs54633t,stackedbar,positive,1,stackedbarpositive,0.7,above,0.279166667
hs54633t,stackedbar,positive,1,stackedbarpositive,0.4,above,0.198333333
hrsk1ajr,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,below,0.058333333
hrsk1ajr,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,above,0.115
hrsk1ajr,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,above,0.039166667
hrsk1ajr,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,below,0.07
hscfb2qq,line,negative,-1,linenegative,0.5,below,0.783333333
hscfb2qq,line,negative,-1,linenegative,0.8,below,0.543333333
hscfb2qq,line,negative,-1,linenegative,0.5,above,0.413333333
hscfb2qq,line,negative,-1,linenegative,0.8,above,0.19375
hs7jhg08,stackedline,negative,-1,stackedlinenegative,0.3,below,0.443333333
hs7jhg08,stackedline,negative,-1,stackedlinenegative,0.3,above,0.19
hs7jhg08,stackedline,negative,-1,stackedlinenegative,0.6,below,0.163333333
hs7jhg08,stackedline,negative,-1,stackedlinenegative,0.6,above,0.13
hsb4eqsk,scatterplot,positive,1,scatterplotpositive,0.5,above,0.111666667
hsb4eqsk,scatterplot,positive,1,scatterplotpositive,0.5,below,0.075
hsb4eqsk,scatterplot,positive,1,scatterplotpositive,0.7,above,0.041666667
hsb4eqsk,scatterplot,positive,1,scatterplotpositive,0.7,below,0.068333333
hskxoukk,donut,positive,1,donutpositive,0.7,below,0.885
hskxoukk,donut,positive,1,donutpositive,0.4,above,0.536666667
hskxoukk,donut,positive,1,donutpositive,0.7,above,0.289583333
hskxoukk,donut,positive,1,donutpositive,0.4,below,0.486666667
hrse9qjd,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.293333333
hrse9qjd,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.188333333
hrse9qjd,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.215
hrse9qjd,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.284583333
hskvj7ma,donut,positive,1,donutpositive,0.3,below,0.423333333
hskvj7ma,donut,positive,1,donutpositive,0.6,below,0.31
hskvj7ma,donut,positive,1,donutpositive,0.6,above,0.065
hskvj7ma,donut,positive,1,donutpositive,0.3,above,0.445
hrqiqf4p,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,below,0.073333333
hrqiqf4p,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,below,0.049583333
hrqiqf4p,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,above,0.055
hrqiqf4p,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,above,0.02625
hrjchxt0,scatterplot,positive,1,scatterplotpositive,0.8,below,0.036666667
hrjchxt0,scatterplot,positive,1,scatterplotpositive,0.4,above,0.106666667
hrjchxt0,scatterplot,positive,1,scatterplotpositive,0.4,below,0.083333333
hrjchxt0,scatterplot,positive,1,scatterplotpositive,0.8,above,0.021666667
hsjct9m4,stackedarea,positive,1,stackedareapositive,0.5,below,0.375
hsjct9m4,stackedarea,positive,1,stackedareapositive,0.8,below,0.408333333
hsjct9m4,stackedarea,positive,1,stackedareapositive,0.5,above,0.385
hsjct9m4,stackedarea,positive,1,stackedareapositive,0.8,above,0.174166667
hsxyflsd,ordered_line,positive,1,ordered_linepositive,0.8,above,0.0325
hsxyflsd,ordered_line,positive,1,ordered_linepositive,0.5,below,0.166666667
hsxyflsd,ordered_line,positive,1,ordered_linepositive,0.8,below,0.061666667
hsxyflsd,ordered_line,positive,1,ordered_linepositive,0.5,above,0.156666667
hsyt8kys,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.088333333
hsyt8kys,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.238333333
hsyt8kys,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.035
hsyt8kys,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.1
hrse5w5f,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.135
hrse5w5f,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.115
hrse5w5f,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.103333333
hrse5w5f,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.213333333
hsc96t9p,line,negative,-1,linenegative,0.7,below,0.12
hsc96t9p,line,negative,-1,linenegative,0.4,below,0.436666667
hsc96t9p,line,negative,-1,linenegative,0.7,above,0.29125
hsc96t9p,line,negative,-1,linenegative,0.4,above,0.456666667
hs1wq7su,line,positive,1,linepositive,0.7,below,0.271666667
hs1wq7su,line,positive,1,linepositive,0.4,above,0.463333333
hs1wq7su,line,positive,1,linepositive,0.7,above,0.22
hs1wq7su,line,positive,1,linepositive,0.4,below,0.453333333
hrpgnbri,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.268333333
hrpgnbri,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.236666667
hrpgnbri,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.098333333
hrpgnbri,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.193333333
hscczp2s,line,negative,-1,linenegative,0.4,below,0.538333333
hscczp2s,line,negative,-1,linenegative,0.4,above,0.465
hscczp2s,line,negative,-1,linenegative,0.7,below,0.558333333
hscczp2s,line,negative,-1,linenegative,0.7,above,0.29125
hrjhz2rv,scatterplot,negative,-1,scatterplotnegative,0.4,below,0.071666667
hrjhz2rv,scatterplot,negative,-1,scatterplotnegative,0.8,above,0.02875
hrjhz2rv,scatterplot,negative,-1,scatterplotnegative,0.4,above,0.091666667
hrjhz2rv,scatterplot,negative,-1,scatterplotnegative,0.8,below,0.03
hsyt9ks9,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.193333333
hsyt9ks9,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.05625
hsyt9ks9,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.118333333
hsyt9ks9,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.095
hs5f76tv,stackedbar,negative,-1,stackedbarnegative,0.6,below,0.225
hs5f76tv,stackedbar,negative,-1,stackedbarnegative,0.3,above,0.09
hs5f76tv,stackedbar,negative,-1,stackedbarnegative,0.3,below,0.34
hs5f76tv,stackedbar,negative,-1,stackedbarnegative,0.6,above,0.218333333
hsxyio6m,ordered_line,positive,1,ordered_linepositive,0.8,below,0.175
hsxyio6m,ordered_line,positive,1,ordered_linepositive,0.8,above,0.095
hsxyio6m,ordered_line,positive,1,ordered_linepositive,0.5,above,0.08
hsxyio6m,ordered_line,positive,1,ordered_linepositive,0.5,below,0.111666667
hs58h2pd,stackedbar,positive,1,stackedbarpositive,0.8,above,0.17375
hs58h2pd,stackedbar,positive,1,stackedbarpositive,0.8,below,0.616666667
hs58h2pd,stackedbar,positive,1,stackedbarpositive,0.5,below,0.568333333
hs58h2pd,stackedbar,positive,1,stackedbarpositive,0.5,above,0.49
hsc3vrr2,stackedarea,negative,-1,stackedareanegative,0.7,below,0.065
hsc3vrr2,stackedarea,negative,-1,stackedareanegative,0.4,above,0.276666667
hsc3vrr2,stackedarea,negative,-1,stackedareanegative,0.4,below,0.368333333
hsc3vrr2,stackedarea,negative,-1,stackedareanegative,0.7,above,0.193333333
hrjqfoqc,scatterplot,negative,-1,scatterplotnegative,0.3,above,0.095
hrjqfoqc,scatterplot,negative,-1,scatterplotnegative,0.3,below,0.2825
hrjqfoqc,scatterplot,negative,-1,scatterplotnegative,0.6,above,0.09
hrjqfoqc,scatterplot,negative,-1,scatterplotnegative,0.6,below,0.15
hrin89fz,scatterplot,positive,1,scatterplotpositive,0.3,below,0.103333333
hrin89fz,scatterplot,positive,1,scatterplotpositive,0.6,above,0.058333333
hrin89fz,scatterplot,positive,1,scatterplotpositive,0.6,below,0.063333333
hrin89fz,scatterplot,positive,1,scatterplotpositive,0.3,above,0.091666667
hsi7c6x1,stackedline,positive,1,stackedlinepositive,0.7,below,0.37
hsi7c6x1,stackedline,positive,1,stackedlinepositive,0.4,above,0.464583333
hsi7c6x1,stackedline,positive,1,stackedlinepositive,0.4,below,0.546666667
hsi7c6x1,stackedline,positive,1,stackedlinepositive,0.7,above,0.208333333
hsc3zgyt,stackedarea,negative,-1,stackedareanegative,0.7,above,0.098333333
hsc3zgyt,stackedarea,negative,-1,stackedareanegative,0.7,below,0.071666667
hsc3zgyt,stackedarea,negative,-1,stackedareanegative,0.4,above,0.228333333
hsc3zgyt,stackedarea,negative,-1,stackedareanegative,0.4,below,0.216666667
hsxv345v,ordered_line,positive,1,ordered_linepositive,0.4,above,0.085
hsxv345v,ordered_line,positive,1,ordered_linepositive,0.7,below,0.05
hsxv345v,ordered_line,positive,1,ordered_linepositive,0.7,above,0.056666667
hsxv345v,ordered_line,positive,1,ordered_linepositive,0.4,below,0.123333333
hrpj6p18,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.381666667
hrpj6p18,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.325
hrpj6p18,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.118333333
hrpj6p18,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.296666667
hsbz122i,stackedarea,negative,-1,stackedareanegative,0.3,below,0.223333333
hsbz122i,stackedarea,negative,-1,stackedareanegative,0.3,above,0.326666667
hsbz122i,stackedarea,negative,-1,stackedareanegative,0.6,below,0.316666667
hsbz122i,stackedarea,negative,-1,stackedareanegative,0.6,above,0.156666667
hscczcxd,line,negative,-1,linenegative,0.7,above,0.181666667
hscczcxd,line,negative,-1,linenegative,0.7,below,0.395
hscczcxd,line,negative,-1,linenegative,0.4,below,0.303333333
hscczcxd,line,negative,-1,linenegative,0.4,above,0.298333333
hrqf7mk5,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,above,0.138333333
hrqf7mk5,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,below,0.065
hrqf7mk5,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,above,0.060416667
hrqf7mk5,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,below,0.103333333
hrqipmcd,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,below,0.03125
hrqipmcd,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,below,0.03625
hrqipmcd,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,above,0.038333333
hrqipmcd,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,above,0.086666667
hrpgoaij,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.1
hrpgoaij,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.093333333
hrpgoaij,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.108333333
hrpgoaij,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.086666667
hsja6agc,stackedarea,positive,1,stackedareapositive,0.4,above,0.35
hsja6agc,stackedarea,positive,1,stackedareapositive,0.7,above,0.28875
hsja6agc,stackedarea,positive,1,stackedareapositive,0.4,below,0.123333333
hsja6agc,stackedarea,positive,1,stackedareapositive,0.7,below,0.365
hsku0ij3,donut,negative,-1,donutnegative,0.5,above,0.163333333
hsku0ij3,donut,negative,-1,donutnegative,0.8,above,0.0425
hsku0ij3,donut,negative,-1,donutnegative,0.8,below,0.113333333
hsku0ij3,donut,negative,-1,donutnegative,0.5,below,0.176666667
hsj1v07h,stackedline,positive,1,stackedlinepositive,0.5,above,0.328333333
hsj1v07h,stackedline,positive,1,stackedlinepositive,0.5,below,0.288333333
hsj1v07h,stackedline,positive,1,stackedlinepositive,0.8,above,0.169583333
hsj1v07h,stackedline,positive,1,stackedlinepositive,0.8,below,0.273333333
hrsrqpky,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,above,0.535416667
hrsrqpky,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,below,0.379166667
hrsrqpky,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,below,0.538333333
hrsrqpky,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,above,0.28625
hsypfgn0,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.095
hsypfgn0,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.081666667
hsypfgn0,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.175
hsypfgn0,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.143333333
hrp8e1g4,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,below,0.356666667
hrp8e1g4,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,above,0.123333333
hrp8e1g4,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,above,0.49
hrp8e1g4,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,below,0.272083333
hsknsig3,donut,negative,-1,donutnegative,0.6,above,0.108333333
hsknsig3,donut,negative,-1,donutnegative,0.3,above,0.14
hsknsig3,donut,negative,-1,donutnegative,0.6,below,0.07
hsknsig3,donut,negative,-1,donutnegative,0.3,below,0.335
hsjjsf51,radar,positive,1,radarpositive,0.8,below,0.385
hsjjsf51,radar,positive,1,radarpositive,0.8,above,0.18625
hsjjsf51,radar,positive,1,radarpositive,0.5,below,0.515
hsjjsf51,radar,positive,1,radarpositive,0.5,above,0.489583333
hsbz9sm6,stackedarea,negative,-1,stackedareanegative,0.6,above,0.17
hsbz9sm6,stackedarea,negative,-1,stackedareanegative,0.6,below,0.03125
hsbz9sm6,stackedarea,negative,-1,stackedareanegative,0.3,above,0.185
hsbz9sm6,stackedarea,negative,-1,stackedareanegative,0.3,below,0.251666667
hsc6whab,stackedarea,negative,-1,stackedareanegative,0.8,above,0.083333333
hsc6whab,stackedarea,negative,-1,stackedareanegative,0.8,below,0.098333333
hsc6whab,stackedarea,negative,-1,stackedareanegative,0.5,above,0.17
hsc6whab,stackedarea,negative,-1,stackedareanegative,0.5,below,0.103333333
hskxhga4,donut,positive,1,donutpositive,0.4,above,0.291666667
hskxhga4,donut,positive,1,donutpositive,0.7,above,0.28875
hskxhga4,donut,positive,1,donutpositive,0.7,below,0.686666667
hskxhga4,donut,positive,1,donutpositive,0.4,below,0.585
hs6cr1aw,stackedbar,negative,-1,stackedbarnegative,0.4,above,0.095
hs6cr1aw,stackedbar,negative,-1,stackedbarnegative,0.7,above,0.06125
hs6cr1aw,stackedbar,negative,-1,stackedbarnegative,0.4,below,0.153333333
hs6cr1aw,stackedbar,negative,-1,stackedbarnegative,0.7,below,0.095
hsi6v16k,stackedline,positive,1,stackedlinepositive,0.7,above,0.245
hsi6v16k,stackedline,positive,1,stackedlinepositive,0.7,below,0.301666667
hsi6v16k,stackedline,positive,1,stackedlinepositive,0.4,below,0.248333333
hsi6v16k,stackedline,positive,1,stackedlinepositive,0.4,above,0.185
hrsfakct,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.196666667
hrsfakct,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.276666667
hrsfakct,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.125
hrsfakct,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.348333333
hrqipacp,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,below,0.108333333
hrqipacp,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,above,0.029166667
hrqipacp,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,below,0.048333333
hrqipacp,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,above,0.07
hs7qwvyk,stackedline,negative,-1,stackedlinenegative,0.7,below,0.601666667
hs7qwvyk,stackedline,negative,-1,stackedlinenegative,0.4,above,0.438333333
hs7qwvyk,stackedline,negative,-1,stackedlinenegative,0.4,below,0.615
hs7qwvyk,stackedline,negative,-1,stackedlinenegative,0.7,above,0.282916667
hsktrls3,donut,negative,-1,donutnegative,0.5,below,0.171666667
hsktrls3,donut,negative,-1,donutnegative,0.8,below,0.053333333
hsktrls3,donut,negative,-1,donutnegative,0.8,above,0.058333333
hsktrls3,donut,negative,-1,donutnegative,0.5,above,0.211666667
hs7q7zf5,stackedline,negative,-1,stackedlinenegative,0.4,above,0.325
hs7q7zf5,stackedline,negative,-1,stackedlinenegative,0.4,below,0.435
hs7q7zf5,stackedline,negative,-1,stackedlinenegative,0.7,below,0.353333333
hs7q7zf5,stackedline,negative,-1,stackedlinenegative,0.7,above,0.282916667
hrqf4i49,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,above,0.393333333
hrqf4i49,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,below,0.591666667
hrqf4i49,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,above,0.538333333
hrqf4i49,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,below,0.289166667
hsxt8wqr,ordered_line,positive,1,ordered_linepositive,0.6,above,0.07
hsxt8wqr,ordered_line,positive,1,ordered_linepositive,0.3,above,0.225
hsxt8wqr,ordered_line,positive,1,ordered_linepositive,0.6,below,0.186666667
hsxt8wqr,ordered_line,positive,1,ordered_linepositive,0.3,below,0.153333333
hs4weksy,stackedbar,positive,1,stackedbarpositive,0.3,above,0.191666667
hs4weksy,stackedbar,positive,1,stackedbarpositive,0.3,below,0.485
hs4weksy,stackedbar,positive,1,stackedbarpositive,0.6,below,0.446666667
hs4weksy,stackedbar,positive,1,stackedbarpositive,0.6,above,0.34125
hsc3zowx,stackedarea,negative,-1,stackedareanegative,0.7,above,0.108333333
hsc3zowx,stackedarea,negative,-1,stackedareanegative,0.4,above,0.226666667
hsc3zowx,stackedarea,negative,-1,stackedareanegative,0.7,below,0.095
hsc3zowx,stackedarea,negative,-1,stackedareanegative,0.4,below,0.165
hs7vny5y,stackedline,negative,-1,stackedlinenegative,0.8,above,0.056666667
hs7vny5y,stackedline,negative,-1,stackedlinenegative,0.5,above,0.238333333
hs7vny5y,stackedline,negative,-1,stackedlinenegative,0.5,below,0.258333333
hs7vny5y,stackedline,negative,-1,stackedlinenegative,0.8,below,0.271666667
hsz3o39w,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.07
hsz3o39w,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.205
hsz3o39w,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.093333333
hsz3o39w,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.063333333
hscfibl0,line,negative,-1,linenegative,0.5,below,0.521666667
hscfibl0,line,negative,-1,linenegative,0.5,above,0.487083333
hscfibl0,line,negative,-1,linenegative,0.8,below,0.516666667
hscfibl0,line,negative,-1,linenegative,0.8,above,0.184583333
hscfgrgk,line,negative,-1,linenegative,0.8,above,0.189166667
hscfgrgk,line,negative,-1,linenegative,0.5,below,0.465
hscfgrgk,line,negative,-1,linenegative,0.8,below,0.568333333
hscfgrgk,line,negative,-1,linenegative,0.5,above,0.4675
hsxyeu96,ordered_line,positive,1,ordered_linepositive,0.5,above,0.196666667
hsxyeu96,ordered_line,positive,1,ordered_linepositive,0.8,above,0.088333333
hsxyeu96,ordered_line,positive,1,ordered_linepositive,0.5,below,0.32
hsxyeu96,ordered_line,positive,1,ordered_linepositive,0.8,below,0.108333333
hscdb7rl,line,negative,-1,linenegative,0.7,above,0.275
hscdb7rl,line,negative,-1,linenegative,0.4,below,0.528333333
hscdb7rl,line,negative,-1,linenegative,0.7,below,0.563333333
hscdb7rl,line,negative,-1,linenegative,0.4,above,0.57125
hrse9b78,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.278333333
hrse9b78,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.11
hrse9b78,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.178333333
hrse9b78,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.271666667
hsc9mx0a,line,negative,-1,linenegative,0.6,below,0.523333333
hsc9mx0a,line,negative,-1,linenegative,0.3,below,0.361666667
hsc9mx0a,line,negative,-1,linenegative,0.3,above,0.495
hsc9mx0a,line,negative,-1,linenegative,0.6,above,0.38875
hs1wmqfz,line,positive,1,linepositive,0.4,below,0.45
hs1wmqfz,line,positive,1,linepositive,0.7,above,0.24
hs1wmqfz,line,positive,1,linepositive,0.7,below,0.583333333
hs1wmqfz,line,positive,1,linepositive,0.4,above,0.47
hrpgpn06,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.093333333
hrpgpn06,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.133333333
hrpgpn06,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.145
hrpgpn06,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.24
hrqiqzo7,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,below,0.461666667
hrqiqzo7,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,above,0.194583333
hrqiqzo7,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,below,0.463333333
